location_description,Area,Building,Campus,Company,Facility,Room,Site,location_full_name,test_type_code,test_type_desc,site_description,metric_nm,metric_id,group_map_json_obj
Validierung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Validierung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_107,ACTIVEAIR_AA,LI_VIABAIR_TSA,Raummitte,% CRR,31,"[{""location_description"":""Validierung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Validierung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_107"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""Raummitte""}]"
Validierung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Validierung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_107,ORG,LI_Org ID (MOLD),Raummitte,% CRR,32,"[{""location_description"":""Validierung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Validierung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_107"",""test_type_code"":""ORG"",""test_type_desc"":""LI_Org ID (MOLD)"",""site_description"":""Raummitte""}]"
Validierung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Validierung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_107,SURFACE_AA,LI_VIABSURF_TSA,Arbeitsfläche links von LF,% CRR,33,"[{""location_description"":""Validierung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Validierung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_107"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Arbeitsfläche links von LF""}]"
Validierung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Validierung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_107,ORG,LI_Org ID (MOLD),Arbeitsfläche links von LF,% CRR,34,"[{""location_description"":""Validierung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Validierung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_107"",""test_type_code"":""ORG"",""test_type_desc"":""LI_Org ID (MOLD)"",""site_description"":""Arbeitsfläche links von LF""}]"
Validierung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Validierung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_107,SURFACE_AA,LI_VIABSURF_TSA,Arbeitstisch neben PC,% CRR,35,"[{""location_description"":""Validierung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Validierung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_107"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Arbeitstisch neben PC""}]"
Validierung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Validierung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_107,ORG,LI_Org ID (MOLD),Arbeitstisch neben PC,% CRR,36,"[{""location_description"":""Validierung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Validierung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_107"",""test_type_code"":""ORG"",""test_type_desc"":""LI_Org ID (MOLD)"",""site_description"":""Arbeitstisch neben PC""}]"
Validierung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Validierung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_107,SURFACE_AA,LI_VIABSURF_TSA,Wand oberhalb von Waschbecken,% CRR,37,"[{""location_description"":""Validierung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Validierung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_107"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Wand oberhalb von Waschbecken""}]"
Validierung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Validierung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_107,SURFACE_AA,LI_VIABSURF_TSA,Kastenfront,% CRR,38,"[{""location_description"":""Validierung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Validierung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_107"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Kastenfront""}]"
Validierung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Validierung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_107,ORG,LI_Org ID (MOLD),Kastenfront,% CRR,39,"[{""location_description"":""Validierung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Validierung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_107"",""test_type_code"":""ORG"",""test_type_desc"":""LI_Org ID (MOLD)"",""site_description"":""Kastenfront""}]"
Validierung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Validierung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_107,SURFACE_AA,LI_VIABSURF_TSA,Türblatt von Türe zu R.140A,% CRR,40,"[{""location_description"":""Validierung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Validierung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_107"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Türblatt von Türe zu R.140A""}]"
Validierung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Validierung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_107,ORG,LI_Org ID (MOLD),Türblatt von Türe zu R.140A,% CRR,41,"[{""location_description"":""Validierung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Validierung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_107"",""test_type_code"":""ORG"",""test_type_desc"":""LI_Org ID (MOLD)"",""site_description"":""Türblatt von Türe zu R.140A""}]"
Endotoxin-Test,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Endotoxin-Test,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_108,ACTIVEAIR_AA,LI_VIABAIR_TSA,Raummitte,% CRR,42,"[{""location_description"":""Endotoxin-Test"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Endotoxin-Test"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_108"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""Raummitte""}]"
Endotoxin-Test,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Endotoxin-Test,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_108,ORG,LI_Org ID (MOLD),Raummitte,% CRR,43,"[{""location_description"":""Endotoxin-Test"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Endotoxin-Test"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_108"",""test_type_code"":""ORG"",""test_type_desc"":""LI_Org ID (MOLD)"",""site_description"":""Raummitte""}]"
Endotoxin-Test,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Endotoxin-Test,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_108,SURFACE_AA,LI_VIABSURF_TSA,Arbeitstisch neben LAL-Testgerät,% CRR,44,"[{""location_description"":""Endotoxin-Test"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Endotoxin-Test"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_108"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Arbeitstisch neben LAL-Testgerät""}]"
Endotoxin-Test,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Endotoxin-Test,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_108,SURFACE_AA,LI_VIABSURF_TSA,Türblatt von Türe zu R.140A,% CRR,45,"[{""location_description"":""Endotoxin-Test"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Endotoxin-Test"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_108"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Türblatt von Türe zu R.140A""}]"
Endotoxin-Test,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Endotoxin-Test,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_108,SURFACE_AA,LI_VIABSURF_TSA,Kastenfront,% CRR,46,"[{""location_description"":""Endotoxin-Test"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Endotoxin-Test"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_108"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Kastenfront""}]"
Endotoxin-Test,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Endotoxin-Test,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_108,SURFACE_AA,LI_VIABSURF_TSA,Wand oberhalb von Waschbecken,% CRR,47,"[{""location_description"":""Endotoxin-Test"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Endotoxin-Test"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_108"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Wand oberhalb von Waschbecken""}]"
Monitoring-Vorbereitung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Monitoring-Vorbereitung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_110,ACTIVEAIR_AA,LI_VIABAIR_TSA,Raummitte,% CRR,48,"[{""location_description"":""Monitoring-Vorbereitung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Monitoring-Vorbereitung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_110"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""Raummitte""}]"
Monitoring-Vorbereitung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Monitoring-Vorbereitung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_110,ORG,LI_Org ID (MOLD),Raummitte,% CRR,49,"[{""location_description"":""Monitoring-Vorbereitung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Monitoring-Vorbereitung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_110"",""test_type_code"":""ORG"",""test_type_desc"":""LI_Org ID (MOLD)"",""site_description"":""Raummitte""}]"
Monitoring-Vorbereitung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Monitoring-Vorbereitung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_110,SURFACE_AA,LI_VIABSURF_TSA,Arbeitsfläche neben LIMS-Drucker,% CRR,50,"[{""location_description"":""Monitoring-Vorbereitung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Monitoring-Vorbereitung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_110"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Arbeitsfläche neben LIMS-Drucker""}]"
Monitoring-Vorbereitung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Monitoring-Vorbereitung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_110,ORG,LI_Org ID (MOLD),Arbeitsfläche neben LIMS-Drucker,% CRR,51,"[{""location_description"":""Monitoring-Vorbereitung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Monitoring-Vorbereitung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_110"",""test_type_code"":""ORG"",""test_type_desc"":""LI_Org ID (MOLD)"",""site_description"":""Arbeitsfläche neben LIMS-Drucker""}]"
Monitoring-Vorbereitung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Monitoring-Vorbereitung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_110,SURFACE_AA,LI_VIABSURF_TSA,Kastenfront,% CRR,52,"[{""location_description"":""Monitoring-Vorbereitung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Monitoring-Vorbereitung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_110"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Kastenfront""}]"
Monitoring-Vorbereitung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Monitoring-Vorbereitung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_110,SURFACE_AA,LI_VIABSURF_TSA,Türblatt von Türe zu R.140A,% CRR,53,"[{""location_description"":""Monitoring-Vorbereitung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Monitoring-Vorbereitung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_110"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Türblatt von Türe zu R.140A""}]"
Monitoring-Vorbereitung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Monitoring-Vorbereitung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_110,ORG,LI_Org ID (MOLD),Türblatt von Türe zu R.140A,% CRR,54,"[{""location_description"":""Monitoring-Vorbereitung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Monitoring-Vorbereitung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_110"",""test_type_code"":""ORG"",""test_type_desc"":""LI_Org ID (MOLD)"",""site_description"":""Türblatt von Türe zu R.140A""}]"
Abstellraum Reinigung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Abstellraum Reinigung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_112,ACTIVEAIR_AA,LI_VIABAIR_TSA,Raummitte,% CRR,55,"[{""location_description"":""Abstellraum Reinigung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Abstellraum Reinigung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_112"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""Raummitte""}]"
Abstellraum Reinigung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Abstellraum Reinigung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_112,ORG,LI_Org ID (MOLD),Raummitte,% CRR,56,"[{""location_description"":""Abstellraum Reinigung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Abstellraum Reinigung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_112"",""test_type_code"":""ORG"",""test_type_desc"":""LI_Org ID (MOLD)"",""site_description"":""Raummitte""}]"
Abstellraum Reinigung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Abstellraum Reinigung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_112,SURFACE_AA,LI_VIABSURF_TSA,Kastenfront seitlich,% CRR,57,"[{""location_description"":""Abstellraum Reinigung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Abstellraum Reinigung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_112"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Kastenfront seitlich""}]"
Abstellraum Reinigung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Abstellraum Reinigung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_112,ORG,LI_Org ID (MOLD),Kastenfront seitlich,% CRR,58,"[{""location_description"":""Abstellraum Reinigung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Abstellraum Reinigung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_112"",""test_type_code"":""ORG"",""test_type_desc"":""LI_Org ID (MOLD)"",""site_description"":""Kastenfront seitlich""}]"
Abstellraum Reinigung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Abstellraum Reinigung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_112,SURFACE_AA,LI_VIABSURF_TSA,Türblatt von Türe zu R.140A,% CRR,59,"[{""location_description"":""Abstellraum Reinigung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Abstellraum Reinigung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_112"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Türblatt von Türe zu R.140A""}]"
Nährmedienbereitung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Nährmedienbereitung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_121,ACTIVEAIR_AA,LI_VIABAIR_TSA,Raummitte,% CRR,60,"[{""location_description"":""Nährmedienbereitung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Nährmedienbereitung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_121"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""Raummitte""}]"
Nährmedienbereitung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Nährmedienbereitung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_121,ORG,LI_Org ID (MOLD),Raummitte,% CRR,61,"[{""location_description"":""Nährmedienbereitung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Nährmedienbereitung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_121"",""test_type_code"":""ORG"",""test_type_desc"":""LI_Org ID (MOLD)"",""site_description"":""Raummitte""}]"
Nährmedienbereitung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Nährmedienbereitung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_121,SURFACE_AA,LI_VIABSURF_TSA,Front Gefahrengutschrank,% CRR,62,"[{""location_description"":""Nährmedienbereitung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Nährmedienbereitung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_121"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Front Gefahrengutschrank""}]"
Nährmedienbereitung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Nährmedienbereitung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_121,SURFACE_AA,LI_VIABSURF_TSA,Unterteil des Geschirrtrockners (oberhalb Waschbecken),% CRR,63,"[{""location_description"":""Nährmedienbereitung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Nährmedienbereitung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_121"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Unterteil des Geschirrtrockners (oberhalb Waschbecken)""}]"
Nährmedienbereitung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Nährmedienbereitung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_121,SURFACE_AA,LI_VIABSURF_TSA,Tisch / Arbeitsfläche bei Sichtfenster,% CRR,64,"[{""location_description"":""Nährmedienbereitung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Nährmedienbereitung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_121"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Tisch / Arbeitsfläche bei Sichtfenster""}]"
Nährmedienbereitung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Nährmedienbereitung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_121,SURFACE_AA,LI_VIABSURF_TSA,Front Trockenschrank,% CRR,65,"[{""location_description"":""Nährmedienbereitung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Nährmedienbereitung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_121"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Front Trockenschrank""}]"
Inkubation/Auswertung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Inkubation/Auswertung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_122,ACTIVEAIR_AA,LI_VIABAIR_TSA,im Bereich der Türe,% CRR,66,"[{""location_description"":""Inkubation/Auswertung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Inkubation/Auswertung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_122"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""im Bereich der Türe""}]"
Inkubation/Auswertung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Inkubation/Auswertung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_122,ORG,LI_Org ID (MOLD),im Bereich der Türe,% CRR,67,"[{""location_description"":""Inkubation/Auswertung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Inkubation/Auswertung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_122"",""test_type_code"":""ORG"",""test_type_desc"":""LI_Org ID (MOLD)"",""site_description"":""im Bereich der Türe""}]"
Inkubation/Auswertung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Inkubation/Auswertung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_122,ACTIVEAIR_AA,LI_VIABAIR_TSA,im Bereich der Fensterfront,% CRR,68,"[{""location_description"":""Inkubation/Auswertung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Inkubation/Auswertung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_122"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""im Bereich der Fensterfront""}]"
